::1 - - [12/Jul/2025 03:32:19] "GET /test.html HTTP/1.1" 200 -
::1 - - [12/Jul/2025 16:39:33] "GET /src/pages/Leases.jsx HTTP/1.1" 200 -
::1 - - [12/Jul/2025 16:39:33] "GET /src/stores/authStore.js HTTP/1.1" 304 -
::1 - - [12/Jul/2025 16:39:33] "GET /src/pages/Maintenance.jsx HTTP/1.1" 200 -
::1 - - [12/Jul/2025 16:39:33] "GET /src/utils/cacheEnhanced.js HTTP/1.1" 304 -
::1 - - [12/Jul/2025 16:39:33] "GET /src/services/propertyService.js HTTP/1.1" 304 -
::1 - - [12/Jul/2025 16:39:33] "GET /src/components/PropertyCardPattern.jsx HTTP/1.1" 304 -
::1 - - [12/Jul/2025 16:39:33] "GET /src/components/AddPropertyModal.jsx HTTP/1.1" 304 -
::1 - - [12/Jul/2025 16:39:33] "GET /src/components/Button.jsx HTTP/1.1" 304 -
::1 - - [12/Jul/2025 16:39:33] "GET /src/components/Input.jsx HTTP/1.1" 304 -
::1 - - [12/Jul/2025 16:39:33] "GET /src/components/Card.jsx HTTP/1.1" 304 -
::1 - - [12/Jul/2025 16:39:33] "GET /src/components/SearchBar.jsx HTTP/1.1" 304 -
::1 - - [12/Jul/2025 16:39:33] "GET /src/components/Icons.jsx HTTP/1.1" 304 -
::1 - - [12/Jul/2025 16:39:33] "GET /src/components/Sidebar.jsx HTTP/1.1" 304 -
::1 - - [12/Jul/2025 16:39:33] "GET /src/components/SidebarV2.jsx HTTP/1.1" 304 -
::1 - - [12/Jul/2025 16:39:33] "GET /src/components/widgets/MiniCharts.jsx HTTP/1.1" 304 -
::1 - - [12/Jul/2025 16:39:33] "GET /src/components/widgets/OccupancyWidget.jsx HTTP/1.1" 304 -
::1 - - [12/Jul/2025 16:39:33] "GET /src/components/widgets/RevenueWidget.jsx HTTP/1.1" 304 -
::1 - - [12/Jul/2025 16:39:33] "GET /src/components/widgets/MaintenanceWidget.jsx HTTP/1.1" 304 -
::1 - - [12/Jul/2025 16:39:33] "GET /src/components/widgets/LeasesWidget.jsx HTTP/1.1" 304 -
::1 - - [12/Jul/2025 16:39:33] "GET /src/components/widgets/FollowUpsWidget.jsx HTTP/1.1" 304 -
::1 - - [12/Jul/2025 16:39:33] "GET /src/components/widgets/CalendarWidget.jsx HTTP/1.1" 304 -
::1 - - [12/Jul/2025 16:39:33] "GET /src/components/widgets/QuickNotesWidget.jsx HTTP/1.1" 304 -
::1 - - [12/Jul/2025 16:39:33] "GET /src/components/DashboardWidget.jsx HTTP/1.1" 304 -
::1 - - [12/Jul/2025 16:39:33] "GET /src/components/DraggableWidget.jsx HTTP/1.1" 304 -
::1 - - [12/Jul/2025 16:39:33] "GET /src/components/WidgetSelector.jsx HTTP/1.1" 304 -
::1 - - [12/Jul/2025 16:39:33] "GET /src/components/TestDashboard.jsx HTTP/1.1" 304 -
::1 - - [12/Jul/2025 16:39:33] "GET /src/components/SimpleDashboard.jsx HTTP/1.1" 304 -
::1 - - [12/Jul/2025 16:39:33] "GET /src/components/Dashboard.jsx HTTP/1.1" 304 -
::1 - - [12/Jul/2025 16:39:33] "GET /src/pages/Login.jsx HTTP/1.1" 304 -
::1 - - [12/Jul/2025 16:39:33] "GET /src/pages/AdminPortal.jsx HTTP/1.1" 304 -
::1 - - [12/Jul/2025 16:39:33] "GET /src/pages/AdminPortalV2.jsx HTTP/1.1" 304 -
::1 - - [12/Jul/2025 16:39:33] "GET /src/pages/Properties.jsx HTTP/1.1" 304 -
::1 - - [12/Jul/2025 16:39:33] "GET /src/pages/AdminPortalV3.jsx HTTP/1.1" 200 -
::1 - - [12/Jul/2025 16:39:33] "GET /src/pages/PropertiesV2.jsx HTTP/1.1" 304 -
::1 - - [12/Jul/2025 16:39:33] "GET /src/pages/PropertiesPro.jsx HTTP/1.1" 304 -
::1 - - [12/Jul/2025 16:39:33] "GET /src/pages/PropertiesFixed.jsx HTTP/1.1" 304 -
::1 - - [12/Jul/2025 16:39:33] "GET /src/App.jsx HTTP/1.1" 304 -
::1 - - [12/Jul/2025 16:39:33] "GET /src/pages/Units.jsx HTTP/1.1" 304 -
::1 - - [12/Jul/2025 16:39:33] "GET /src/index.jsx HTTP/1.1" 304 -
::1 - - [12/Jul/2025 17:29:57] "GET / HTTP/1.1" 304 -
::1 - - [12/Jul/2025 17:29:57] "GET /src/styles/tenants.css HTTP/1.1" 304 -
::1 - - [12/Jul/2025 17:29:57] "GET /src/styles/voice-assistant.css HTTP/1.1" 304 -
::1 - - [12/Jul/2025 17:29:58] "GET /src/components/VoiceAssistant.jsx HTTP/1.1" 304 -
::1 - - [12/Jul/2025 17:29:58] "GET /src/pages/Leases.jsx HTTP/1.1" 304 -
::1 - - [12/Jul/2025 17:29:58] "GET /src/pages/Maintenance.jsx HTTP/1.1" 304 -
::1 - - [12/Jul/2025 17:29:58] "GET /src/pages/AdminPortalV3.jsx HTTP/1.1" 304 -
::1 - - [12/Jul/2025 23:07:53] "GET /src/styles/units-world-class.css HTTP/1.1" 200 -
